tourney_order_x,match_id_x,match_stats_url_suffix,match_time,match_duration,winner_aces,winner_double_faults,winner_first_serves_in,winner_first_serves_total,winner_first_serve_points_won,winner_first_serve_points_total,winner_second_serve_points_won,winner_second_serve_points_total,winner_break_points_saved,winner_break_points_serve_total,winner_service_points_won,winner_service_points_total,winner_first_serve_return_won,winner_first_serve_return_total,winner_second_serve_return_won,winner_second_serve_return_total,winner_break_points_converted,winner_break_points_return_total,winner_service_games_played,winner_return_games_played,winner_return_points_won,winner_return_points_total,winner_total_points_won,winner_total_points_total,loser_aces,loser_double_faults,loser_first_serves_in,loser_first_serves_total,loser_first_serve_points_won,loser_first_serve_points_total,loser_second_serve_points_won,loser_second_serve_points_total,loser_break_points_saved,loser_break_points_serve_total,loser_service_points_won,loser_service_points_total,loser_first_serve_return_won,loser_first_serve_return_total,loser_second_serve_return_won,loser_second_serve_return_total,loser_break_points_converted,loser_break_points_return_total,loser_service_games_played,loser_return_games_played,loser_return_points_won,loser_return_points_total,loser_total_points_won,loser_total_points_total,tourney_year_id_x,tourney_order_y,tourney_slug_x,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id_y,player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,player_id_loser,player_slug_loser,first_name_loser,last_name_loser,player_url_loser,flag_code_loser,residence_loser,birthplace_loser,birthdate_loser,birth_year_loser,birth_month_loser,birth_day_loser,turned_pro_loser,weight_lbs_loser,weight_kg_loser,height_ft_loser,height_inches_loser,height_cm_loser,handedness_loser,backhand_loser,tourney_year,tourney_order,tourney_name,tourney_id,tourney_slug_y,tourney_location,tourney_dates,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_year_id_y,week_year,week_month,week_day,age,age_loser
9,2019-407-sc77-g858,/en/scores/2019/407/QS009/match-stats?isLive=False,01:19:01,79,5,1,32,55,25,32,10,23,0,2,35,55,8,34,7,21,0,0,9,10,15,55,50,110,6,2,34,55,26,34,14,21,0,0,40,55,7,32,13,23,2,2,10,9,20,55,60,110,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,1st Round Qualifying,7,6,Ernests Gulbis,g858,ernests-gulbis,Sergiy Stakhovsky,sc77,sergiy-stakhovsky,7,,63 64,2,0,12,7,0,0,2019-407-g858-sc77,g858,ernests-gulbis,Ernests,Gulbis,http://www.atpworldtour.com/en/players/ernests-gulbis/g858/overview,LAT,"Jurmala, Latvia","Riga, Latvia",1988.08.30,1988.0,8.0,30.0,2004.0,194.0,88.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,sc77,sergiy-stakhovsky,Sergiy,Stakhovsky,http://www.atpworldtour.com/en/players/sergiy-stakhovsky/sc77/overview,UKR,"Kharkov, Ukraine","Kiev, Ukraine",1986.01.06,1986.0,1.0,6.0,2003.0,176.0,80.0,"6'4""",76.0,193.0,Right-Handed,One-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,30.45037645448323,33.097878165639976
9,2019-407-g967-re44,/en/scores/2019/407/QS007/match-stats?isLive=False,01:51:47,111,20,3,53,103,43,53,28,50,6,6,71,103,21,67,20,42,3,10,15,15,41,109,112,212,11,1,67,109,46,67,22,42,7,10,68,109,10,53,22,50,0,6,15,15,32,103,100,212,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,2nd Round Qualifying,6,3,Peter Gojowczyk,g967,peter-gojowczyk,Andrey Rublev,re44,andrey-rublev,4,,64 67(2) 62,2,1,18,13,0,1,2019-407-g967-re44,g967,peter-gojowczyk,Peter,Gojowczyk,http://www.atpworldtour.com/en/players/peter-gojowczyk/g967/overview,GER,"Munich, Germany","Munich, Germany",1989.07.15,1989.0,7.0,15.0,2006.0,183.0,83.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,re44,andrey-rublev,Andrey,Rublev,http://www.atpworldtour.com/en/players/andrey-rublev/re44/overview,RUS,"Moscow, Russia","Moscow, Russia",1997.10.20,1997.0,10.0,20.0,2014.0,150.0,68.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,29.57700205338809,21.311430527036276
9,2019-407-ch27-bg23,/en/scores/2019/407/MS019/match-stats?isLive=False,02:17:28,137,3,0,54,89,37,54,17,35,6,11,54,89,14,54,34,65,4,9,15,15,48,119,102,208,15,9,54,119,40,54,31,65,5,9,71,119,17,54,18,35,5,11,15,15,35,89,106,208,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,7,Nikoloz Basilashvili,bg23,nikoloz-basilashvili,Hyeon Chung,ch27,hyeon-chung,9,,46 76(1) 62,2,1,17,14,1,0,2019-407-bg23-ch27,bg23,nikoloz-basilashvili,Nikoloz,Basilashvili,http://www.atpworldtour.com/en/players/nikoloz-basilashvili/bg23/overview,GEO,"Tbilisi, Georgia","Tbilisi, Georgia",1992.02.23,1992.0,2.0,23.0,2008.0,174.0,79.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand,ch27,hyeon-chung,Hyeon,Chung,http://www.atpworldtour.com/en/players/hyeon-chung/ch27/overview,KOR,"Suwon, South Korea","Suwon, South Korea",1996.05.19,1996.0,5.0,19.0,2014.0,192.0,87.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,26.967830253251197,22.732375085557837
9,2019-407-gj37-ke29,/en/scores/2019/407/MS031/match-stats?isLive=False,01:39:35,99,1,3,48,79,38,48,15,31,2,3,53,79,7,36,17,33,3,8,13,13,24,69,77,148,5,6,36,69,29,36,16,33,5,8,45,69,10,48,16,31,1,3,13,13,26,79,71,148,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,2,Tallon Griekspoor,gj37,tallon-griekspoor,Karen Khachanov,ke29,karen-khachanov,W,2,36 63 62,2,1,15,11,0,0,2019-407-gj37-ke29,gj37,tallon-griekspoor,Tallon,Griekspoor,http://www.atpworldtour.com/en/players/tallon-griekspoor/gj37/overview,NED,"Nieuw Vennep, Netherlands","Haarlem, Netherlands",1996.07.02,1996.0,7.0,2.0,,181.0,82.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,ke29,karen-khachanov,Karen,Khachanov,http://www.atpworldtour.com/en/players/karen-khachanov/ke29/overview,RUS,"Dubai, United Arab Emirates","Moscow, Russia",1996.05.21,1996.0,5.0,21.0,2013.0,194.0,88.0,"6'6""",78.0,198.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,22.611909650924023,22.72689938398357
9,2019-407-k926-h756,/en/scores/2019/407/MS026/match-stats?isLive=False,01:30:14,90,2,0,38,62,30,38,16,24,1,1,46,62,6,39,16,23,2,8,10,10,22,62,68,124,6,1,39,62,33,39,7,23,6,8,40,62,8,38,8,24,0,1,10,10,16,62,56,124,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,12,Mikhail Kukushkin,k926,mikhail-kukushkin,Robin Haase,h756,robin-haase,,,62 76(4),2,0,13,8,1,0,2019-407-k926-h756,k926,mikhail-kukushkin,Mikhail,Kukushkin,http://www.atpworldtour.com/en/players/mikhail-kukushkin/k926/overview,KAZ,"Astana, Kazakhstan","Volgograd, Russia",1987.12.26,1987.0,12.0,26.0,2006.0,159.0,72.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,h756,robin-haase,Robin,Haase,http://www.atpworldtour.com/en/players/robin-haase/h756/overview,NED,"Turnhout, Belgium","The Hague, The Netherlands",1987.04.06,1987.0,4.0,6.0,2005.0,157.0,71.0,"6'3""",75.0,191.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,31.129363449691994,31.852156057494867
9,2019-407-w367-su55,/en/scores/2019/407/MS005/match-stats?isLive=False,01:29:18,89,3,0,32,64,25,32,19,32,0,2,44,64,10,44,15,21,3,8,11,11,25,65,69,129,3,7,44,65,34,44,6,21,5,8,40,65,7,32,13,32,2,2,11,11,20,64,60,129,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Quarterfinals,3,3,Stan Wawrinka,w367,stan-wawrinka,Denis Shapovalov,su55,denis-shapovalov,W,10,64 76(4),2,0,13,10,1,0,2019-407-w367-su55,w367,stan-wawrinka,Stan,Wawrinka,http://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,SUI,"St. Barthelemy, Switzerland","Lausanne, Switzerland",1985.03.28,1985.0,3.0,28.0,2002.0,179.0,81.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand,su55,denis-shapovalov,Denis,Shapovalov,http://www.atpworldtour.com/en/players/denis-shapovalov/su55/overview,CAN,"Nassau, The Bahamas","Tel Aviv, Israel",1999.04.15,1999.0,4.0,15.0,2016.0,167.0,76.0,"6'0""",72.0,183.0,Left-Handed,One-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,33.87542778918549,19.82751540041068
9,2019-407-re44-kb09,/en/scores/2019/407/QS015/match-stats?isLive=False,02:08:04,128,9,0,53,97,37,53,29,44,4,6,66,97,32,81,20,43,4,17,16,16,52,124,118,221,10,3,81,124,49,81,23,43,13,17,72,124,16,53,15,44,2,6,16,16,31,97,103,221,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,1st Round Qualifying,7,4,Andrey Rublev,re44,andrey-rublev,Denis Kudla,kb09,denis-kudla,,5,76(4) 67(4) 62,2,1,19,15,1,1,2019-407-re44-kb09,re44,andrey-rublev,Andrey,Rublev,http://www.atpworldtour.com/en/players/andrey-rublev/re44/overview,RUS,"Moscow, Russia","Moscow, Russia",1997.10.20,1997.0,10.0,20.0,2014.0,150.0,68.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,kb09,denis-kudla,Denis,Kudla,http://www.atpworldtour.com/en/players/denis-kudla/kb09/overview,USA,"Arlington, VA/Tampa, FL, USA","Kiev, Ukraine",1992.08.17,1992.0,8.0,17.0,2010.0,165.0,75.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,21.311430527036276,26.48596851471595
9,2019-407-t786-f586,/en/scores/2019/407/MS030/match-stats?isLive=False,01:06:39,66,12,1,34,46,29,34,9,12,1,1,38,46,15,40,8,12,3,4,9,8,23,52,61,98,0,1,40,52,25,40,4,12,1,4,29,52,5,34,3,12,0,1,8,9,8,46,37,98,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,14,Jo-Wilfried Tsonga,t786,jo-wilfried-tsonga,Thomas Fabbiano,f586,thomas-fabbiano,,Q,61 64,2,0,12,5,0,0,2019-407-t786-f586,t786,jo-wilfried-tsonga,Jo-Wilfried,Tsonga,http://www.atpworldtour.com/en/players/jo-wilfried-tsonga/t786/overview,FRA,"Gingins, Switzerland","Le Mans, France",1985.04.17,1985.0,4.0,17.0,2004.0,200.0,91.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,f586,thomas-fabbiano,Thomas,Fabbiano,http://www.atpworldtour.com/en/players/thomas-fabbiano/f586/overview,ITA,"San Giorgio Jonico, Italy","Grottaglie, Italy",1989.05.26,1989.0,5.0,26.0,2005.0,152.0,69.0,"5'8""",68.0,173.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,33.82067077344285,29.713894592744694
9,2019-407-n552-w367,/en/scores/2019/407/MS002/match-stats?isLive=False,02:13:27,133,0,2,65,100,35,65,22,35,9,14,57,100,11,48,18,33,3,7,14,14,29,81,86,181,8,1,48,81,37,48,15,33,4,7,52,81,30,65,13,35,5,14,14,14,43,100,95,181,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Semifinals,2,1,Stan Wawrinka,w367,stan-wawrinka,Kei Nishikori,n552,kei-nishikori,W,1,62 46 64,2,1,16,12,0,0,2019-407-w367-n552,w367,stan-wawrinka,Stan,Wawrinka,http://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,SUI,"St. Barthelemy, Switzerland","Lausanne, Switzerland",1985.03.28,1985.0,3.0,28.0,2002.0,179.0,81.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand,n552,kei-nishikori,Kei,Nishikori,http://www.atpworldtour.com/en/players/kei-nishikori/n552/overview,JPN,"Bradenton, FL, USA","Shimane, Japan",1989.12.29,1989.0,12.0,29.0,2007.0,165.0,75.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,33.87542778918549,29.11978097193703
9,2019-407-r975-w367,/en/scores/2019/407/MS010/match-stats?isLive=False,01:37:42,97,15,3,48,76,40,48,10,28,1,2,50,76,3,33,10,30,0,1,11,11,13,63,63,139,8,1,33,63,30,33,20,30,1,1,50,63,8,48,18,28,1,2,11,11,26,76,76,139,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 16,4,2,Stan Wawrinka,w367,stan-wawrinka,Milos Raonic,r975,milos-raonic,W,4,64 76(4),2,0,13,10,1,0,2019-407-w367-r975,w367,stan-wawrinka,Stan,Wawrinka,http://www.atpworldtour.com/en/players/stan-wawrinka/w367/overview,SUI,"St. Barthelemy, Switzerland","Lausanne, Switzerland",1985.03.28,1985.0,3.0,28.0,2002.0,179.0,81.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand,r975,milos-raonic,Milos,Raonic,http://www.atpworldtour.com/en/players/milos-raonic/r975/overview,CAN,"Monte Carlo, Monaco","Podgorica, Montenegro",1990.12.27,1990.0,12.0,27.0,2008.0,216.0,98.0,"6'5""",77.0,196.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,33.87542778918549,28.125941136208077
9,2019-407-gb88-mc65,/en/scores/2019/407/MS024/match-stats?isLive=False,01:46:12,106,2,0,37,71,27,37,18,34,3,7,45,71,14,47,13,28,3,8,12,12,27,75,72,146,12,3,47,75,33,47,15,28,5,8,48,75,10,37,16,34,4,7,12,12,26,71,74,146,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,6,Gael Monfils,mc65,gael-monfils,David Goffin,gb88,david-goffin,,8,76(5) 75,2,0,14,11,1,0,2019-407-mc65-gb88,mc65,gael-monfils,Gael,Monfils,http://www.atpworldtour.com/en/players/gael-monfils/mc65/overview,FRA,Switzerland,"Paris, France",1986.09.01,1986.0,9.0,1.0,2004.0,177.0,80.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,gb88,david-goffin,David,Goffin,http://www.atpworldtour.com/en/players/david-goffin/gb88/overview,BEL,"Monte Carlo, Monaco","Rocourt, Belgium",1990.12.07,1990.0,12.0,7.0,2009.0,150.0,68.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,32.446269678302535,28.18069815195072
9,2019-407-mc65-mm58,/en/scores/2019/407/MS003/match-stats?isLive=False,02:08:54,128,4,5,71,94,44,71,12,23,1,5,56,94,16,51,26,39,5,10,15,14,42,90,98,184,5,3,51,90,35,51,13,39,5,10,48,90,27,71,11,23,4,5,14,15,38,94,86,184,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Semifinals,2,2,Gael Monfils,mc65,gael-monfils,Daniil Medvedev,mm58,daniil-medvedev,,5,46 63 64,2,1,16,13,0,0,2019-407-mc65-mm58,mc65,gael-monfils,Gael,Monfils,http://www.atpworldtour.com/en/players/gael-monfils/mc65/overview,FRA,Switzerland,"Paris, France",1986.09.01,1986.0,9.0,1.0,2004.0,177.0,80.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,mm58,daniil-medvedev,Daniil,Medvedev,http://www.atpworldtour.com/en/players/daniil-medvedev/mm58/overview,RUS,"Monte Carlo, Monaco","Moscow, Russia",1996.02.11,1996.0,2.0,11.0,2014.0,179.0,81.0,"6'6""",78.0,198.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,32.446269678302535,23.000684462696782
9,2019-407-ca99-g858,/en/scores/2019/407/MS017/match-stats?isLive=False,01:12:13,72,5,2,42,67,24,42,14,25,9,12,38,67,4,27,3,16,0,0,9,9,7,43,45,110,12,0,27,43,23,27,13,16,0,0,36,43,18,42,11,25,3,12,9,9,29,67,65,110,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 32,5,11,Ernests Gulbis,g858,ernests-gulbis,Marius Copil,ca99,marius-copil,L,L,62 64,2,0,12,6,0,0,2019-407-g858-ca99,g858,ernests-gulbis,Ernests,Gulbis,http://www.atpworldtour.com/en/players/ernests-gulbis/g858/overview,LAT,"Jurmala, Latvia","Riga, Latvia",1988.08.30,1988.0,8.0,30.0,2004.0,194.0,88.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,ca99,marius-copil,Marius,Copil,http://www.atpworldtour.com/en/players/marius-copil/ca99/overview,ROU,"Arad, Romania","Arad, Romania",1990.10.17,1990.0,10.0,17.0,2008.0,189.0,86.0,"6'3""",75.0,191.0,Right-Handed,One-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,30.45037645448323,28.320328542094455
9,2019-407-ca99-f586,/en/scores/2019/407/QS006/match-stats?isLive=False,02:28:50,148,16,3,63,110,48,63,24,47,5,9,72,110,19,74,23,38,4,11,17,16,42,112,114,222,5,2,74,112,55,74,15,38,7,11,70,112,15,63,23,47,4,9,16,17,38,110,108,222,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,2nd Round Qualifying,6,2,Thomas Fabbiano,f586,thomas-fabbiano,Marius Copil,ca99,marius-copil,8,3,75 36 76(5),2,1,17,17,1,0,2019-407-f586-ca99,f586,thomas-fabbiano,Thomas,Fabbiano,http://www.atpworldtour.com/en/players/thomas-fabbiano/f586/overview,ITA,"San Giorgio Jonico, Italy","Grottaglie, Italy",1989.05.26,1989.0,5.0,26.0,2005.0,152.0,69.0,"5'8""",68.0,173.0,Right-Handed,Two-Handed Backhand,ca99,marius-copil,Marius,Copil,http://www.atpworldtour.com/en/players/marius-copil/ca99/overview,ROU,"Arad, Romania","Arad, Romania",1990.10.17,1990.0,10.0,17.0,2008.0,189.0,86.0,"6'3""",75.0,191.0,Right-Handed,One-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,29.713894592744694,28.320328542094455
9,2019-407-mc65-sa93,/en/scores/2019/407/MS012/match-stats?isLive=False,01:35:57,95,11,3,45,75,35,45,17,30,2,4,52,75,18,43,17,36,5,11,13,13,35,79,87,154,0,0,43,79,25,43,19,36,6,11,44,79,10,45,13,30,2,4,13,13,23,75,67,154,2019-407,10,rotterdam,/en/scores/archive/rotterdam/407/2019/results,Round of 16,4,7,Gael Monfils,mc65,gael-monfils,Andreas Seppi,sa93,andreas-seppi,,,46 61 63,2,1,16,10,0,0,2019-407-mc65-sa93,mc65,gael-monfils,Gael,Monfils,http://www.atpworldtour.com/en/players/gael-monfils/mc65/overview,FRA,Switzerland,"Paris, France",1986.09.01,1986.0,9.0,1.0,2004.0,177.0,80.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,sa93,andreas-seppi,Andreas,Seppi,http://www.atpworldtour.com/en/players/andreas-seppi/sa93/overview,ITA,"Caldaro, Italy","Bolzano, Italy",1984.02.21,1984.0,2.0,21.0,2002.0,165.0,75.0,"6'3""",75.0,191.0,Right-Handed,Two-Handed Backhand,2019,10,ABN AMRO World Tennis Tournament,407.0,rotterdam,"b'Rotterdam, Netherlands'",2019.02.11,2,11,32,32,Indoor,Hard,"b'\xe2\x82\xac2,098,480'",Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Jeremy Chardy,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,ca12,Henri Kontinen,/en/players/henri-kontinen/ka80/overview,henri-kontinen,ka80,2019-407,2019.0,2.0,11.0,32.446269678302535,34.97330595482546
